Year,Canada,Mexico,US,Total North America,Argentina,Brazil,Chile,Colombia,Ecuador,Peru,Trinidad & Tobago,Venezuela,Central America,Other Caribbean,Other South America,Total S. & Cent. America,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom,Other Europe,Total Europe,Azerbaijan,Belarus,Kazakhstan,Russian Federation,Turkmenistan,USSR,Uzbekistan,Other CIS,Total CIS,Iran,Iraq,Israel,Kuwait,Oman,Qatar,Saudi Arabia,United Arab Emirates,Other Middle East,Total Middle East,Algeria,Egypt,Morocco,South Africa,Eastern Africa,Middle Africa,Western Africa,Other Northern Africa,Other Southern Africa,Total Africa,Australia,Bangladesh,China,China Hong Kong SAR,India,Indonesia,Japan,Malaysia,New Zealand,Pakistan,Philippines,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam,Other Asia Pacific,Total Asia Pacific,Total World,OECD,Non-OECD,European Union
1975,2288.9374354407514,595.5826030226084,19319.482467733556,22204.002506196914,402.5712102621011,799.3212602540351,86.82808899624487,155.63487031633824,21.458302831348526,93.66691329192514,47.91472432526088,296.94892336047945,77.27869252375513,335.8819733570391,63.304710836287796,2380.8096703548154,281.06358101807757,518.0192379271383,265.3127928798869,55.311398593206995,8.53022981222585,589.2995911675565,210.23947946090772,50.00147663373291,211.251311456515,2013.2244298224975,3764.5679573229713,198.28967546523216,269.71893200894647,13.537112755851652,83.14532074434845,1581.353101026234,34.510378751687696,68.11969520162306,42.27612354121199,822.8454927286444,17.462687733987615,336.39885029929354,1220.2694307706677,105.82711987988323,577.5108386433761,183.08553359385525,45.165479959525875,736.8289815660696,529.4762524940176,275.5397211529039,233.6860129859224,1126.0400144244827,2388.2491890047613,366.1724361701503,17825.718735699145,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,11306.36434755723,350.5010998251423,152.93036269494883,11306.36434755723,325.64879761232453,52.839177861686146,75.14639912110133,69.0068332988253,12.904697511516362,23.445347921763744,253.26084851694677,23.859208412209874,118.21778900908089,954.329099265455,70.36968224574073,124.28822087784704,42.11012776315118,553.4076530877599,174.83023102142792,56.82154626685482,130.78511868493015,58.118783664547216,3.7392680573671027,1214.4706316696258,723.9001940870971,21.331109668816907,3680.44149156389,55.12709580258035,972.0112602935053,159.92431419061774,3886.6567793621816,60.674128076688156,126.61392146102506,108.77945076211574,121.98148321725809,85.98596421073073,265.5971278470793,19.57547478516156,178.12040879604837,110.117294671749,68.35067220799523,355.93820831655955,11001.126379321104,66886.82137006428,44143.26197226079,22743.55939780351,14216.140460136283
1976,2396.9889146174964,633.8820325033154,20376.50968574506,23407.380632865872,422.7139573952694,875.1583931772308,90.16381559357944,162.25763244172703,23.624738268789702,95.53965844510687,53.87349862606268,324.69083985028556,82.00569682073747,342.69618998006007,64.95633264484596,2537.680753243695,290.8937037874068,549.5793285767535,281.0038569757628,55.311398593206995,8.673059513017236,605.7286652068677,231.44317689832772,50.00147663373291,224.03987558133804,2142.998245291596,4016.9044885209746,219.0738556219959,288.15473132578535,13.9972239701201,84.87723214777485,1668.9084381895723,34.510378751687696,68.11969520162306,42.34286629139182,897.4233363257586,17.462687733987615,359.8137797805369,1285.5217914608506,104.73025257457401,622.3425760808958,189.93778185777637,45.165479959525875,787.3186810194821,562.7455590557233,263.1371260999905,263.1949154799746,1126.0400144244827,2437.358468898072,390.1895917840931,18832.33260831641,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,11747.266467168569,350.5010998251423,152.93036269494883,11747.266467168569,366.4689586162355,66.44170720750354,77.0414324068704,82.29845930314863,14.856397810551375,15.060140322378217,292.7943043315919,30.19023601199908,130.66965343892977,1075.8212894492083,82.10211099604206,148.62404442718847,45.63926983924391,577.6018970525771,188.98269145956837,55.59229956350961,146.86550219703312,68.76372550367493,4.654946133946705,1318.8264871727843,749.0881965065905,24.8930117900769,3874.826669974994,65.09097432403566,1019.4541040951167,167.96707748156825,4028.6241999994213,67.74989737086754,130.8575966431986,110.46570682611305,126.78730383586259,101.99188901870723,297.13058047110326,19.248329448883027,216.88451087734668,116.2843238293165,39.566593276633775,378.1089700337176,11535.019935803553,70454.32817402009,46484.02614631002,23970.30202771009,15108.707179503244
1977,2535.542527214228,668.7050566861977,20895.646714050115,24099.89429795054,441.458355270309,933.3654776970149,94.37802367553321,167.65364602851585,28.093425459984488,96.31343004125344,56.05022925130239,361.8607068277384,86.72424763522648,359.58112202946813,67.62921124825613,2693.1078751646023,291.59769689209185,550.6024334565284,296.12655601992134,55.311398593206995,9.796983744266033,625.6485003032622,236.18927622190975,50.00147663373291,236.9420987972052,2171.510865399433,4007.190620113739,227.19013117294503,302.97965892663586,14.812640443136262,90.46337665510573,1674.3582097054255,34.510378751687696,68.11969520162306,39.5220235516753,881.3142496548061,17.462687733987615,331.37221723096354,1340.4154279946906,118.72278802494091,659.940522984751,199.63968163269243,45.165479959525875,816.2599015770191,555.3692339128161,292.3939951128603,288.0836795365211,1126.0400144244827,2482.948638507843,418.84676651702466,19160.238174090213,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,12274.35302773264,350.5010998251423,152.93036269494883,12274.35302773264,414.93952520438006,69.55914167263361,80.89787965820383,84.13927003953744,14.312169111692382,20.983208754905515,345.76249897429085,49.63150042277472,144.4389772205248,1224.6641710589433,90.21260580608862,161.27144191410395,51.19051914124235,591.7601217131173,191.24266087477196,59.0424322804531,163.59434579436547,78.15880410214059,5.069126855363781,1391.5420584816472,785.968516222395,25.438210754343736,4225.152207666963,70.28380257341125,1078.3200336714915,222.08503877239755,4056.8035439464697,79.25002187625755,133.5646497547052,119.55115806583703,136.65462509210366,102.37463636202456,341.6491810161462,20.680181605423584,238.00400292999439,127.92270745871268,42.3250674137769,396.2121635179607,12202.239748700415,73046.03935317902,47549.26315289338,25496.77620028563,15335.977837078732
1978,2584.2163020559365,752.5098126984926,21359.291671231353,24696.017785985783,442.12703332615956,1032.2682131114032,98.10310191680104,176.18681202226742,29.383961579608496,96.11942245579347,56.43557701129364,369.7484361506828,90.99952234706731,369.65421813643485,74.63530546834707,2835.6616035258594,304.18983245292145,574.714288990284,306.62213506117877,55.311398593206995,10.044485824858693,634.4025960669826,239.61858618545358,50.00147663373291,245.92119623755653,2268.6916264566116,4152.176874062115,231.18262467622264,324.03767810116443,15.463568808998279,94.11172654435475,1715.5237000437794,34.510378751687696,68.11969520162306,41.11757123040504,899.1806389696818,17.462687733987615,371.84988535703764,1407.3624091098548,125.03786895130284,710.7539115739031,209.45049849211546,45.165479959525875,819.6292384369369,645.8426552700204,287.98958750236835,304.523708322608,1126.0400144244827,2497.1928475835402,455.560852378956,19892.192592691208,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,12805.889450632123,350.5010998251423,152.93036269494883,12805.889450632123,405.67150290814675,73.76929890369097,88.33113513395489,92.41305525143433,16.642376315623636,20.128460895425526,385.3357453333404,57.50081120264963,158.1523345952423,1297.9447205395086,113.36147424251347,170.35381128006853,54.33724551794332,586.00704266088,186.7100839898523,65.75968152668935,171.92983176205928,87.20055141271155,9.443430344374027,1445.103152737092,811.2208775807634,27.023924914631966,4632.032741340437,73.01685176979412,1120.9728087516812,249.85502692494302,4226.014096725237,105.26914424553051,132.23694830055192,128.0085024025968,142.60537415382828,105.37364489228797,382.7054218685803,21.687884929524227,281.16626513903043,136.4425205572085,43.90516974386686,417.1605327690098,13036.697737009503,76009.50704312108,49034.17311883886,26975.33392428222,15963.91691062279
1979,2660.2049422353734,832.0409094404237,21584.400373637603,25076.6462253134,474.6559686196472,1126.4547205873353,103.57649000307924,183.32849233226662,30.598039679673484,99.80601035864608,49.86362013902473,407.65379941515204,94.04139658623855,381.6215032307781,77.50299140910343,3029.1030323609434,322.2171768480346,591.3229236476342,318.25373673793763,55.311398593206995,10.19283309454739,641.1093767148072,239.13863602010386,50.00147663373291,265.8462994793493,2335.6415864160435,4382.908629919946,203.0365216335317,320.87171784535457,16.13161737593417,103.78634776126484,1769.1648630670413,34.510378751687696,68.11969520162306,42.26436896773214,928.872492006109,17.462687733987615,398.2091220205246,1428.2525522620706,132.60844787084818,724.8163754469124,215.49114334494263,45.165479959525875,882.7518077622011,681.1121434859497,286.9897122669971,287.2618975320157,1126.0400144244827,2614.0387888720074,493.7876631366416,20636.078781536482,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,13156.516747644124,350.5010998251423,152.93036269494883,13156.516747644124,437.9686919636198,92.36915166209936,91.25434908412235,112.72723070871787,19.17322710585914,50.366066493921615,466.8432856989424,67.5603840155748,179.5848567397093,1517.8472434725666,148.5402142683289,186.08170004254688,60.602816007525554,605.0979787655801,191.99290567996357,66.13489443460507,192.00169616070866,114.09162985540851,9.92616617378324,1574.4700013884506,841.2914319313142,29.794897089404564,4771.82581824372,74.76296275839938,1182.958931770752,284.4631932194433,4393.007475920123,121.07011245805049,134.03081951943923,139.54419162391864,148.64823964547654,112.33331413858029,441.15168084961425,22.810078194273967,298.4700623139586,145.00727320404795,47.31690109169748,448.7083895077743,13637.195773479987,78627.85780519595,50367.824879898326,28260.032925297648,16544.145500856383
1980,2711.6935198394563,906.3236336264682,20751.957990572457,24369.975144038384,472.01922457099124,1153.1220150335591,106.97646872513988,190.73441458370428,38.81812715314804,106.85072634945588,47.95025153540393,456.2238881246578,91.18717474027994,386.6891347586053,81.20835556313165,3131.779781138077,320.8738087044402,566.1063571481297,335.99196644684156,55.311398593206995,10.278664818513468,620.8357400651737,232.9608963880786,50.00147663373291,264.662760279986,2307.1807542338324,4239.232582206133,201.1077649837073,321.8387946580726,16.361627981522826,100.42442353608966,1723.7926550075529,34.510378751687696,68.11969520162306,38.961208286864945,872.1951765162347,17.462687733987615,378.90177208644195,1495.6301345177578,128.80470551527785,731.8465903597486,219.05110872601722,45.165479959525875,887.0162416931802,641.0288755944996,307.2265553153249,298.4977481810878,1126.0400144244827,2381.125607809163,480.90880186253315,20122.843322922203,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,13451.627022008317,350.5010998251423,152.93036269494883,13451.627022008317,406.0553040207046,101.36128459960774,92.57665171910755,84.72406823814744,17.058377909073766,53.36981028416073,419.91632146354476,108.15641594812985,181.6428133303059,1464.8610475127825,177.14294954206144,211.6622218823062,60.77551112666881,645.8642232107894,191.39509726559749,69.27402390548927,205.35251191479168,120.43457365721794,10.242718321515301,1692.1438308264376,844.2469681959723,34.75038166314566,4827.534001821591,76.39582610538966,1218.598968108159,305.6110221739526,4264.411176313092,126.61156728776903,134.28826695781927,154.74867220302906,146.28911870112907,111.57115939492365,454.03194252618306,23.013425909474094,314.6695447905652,145.3614285358338,54.149826283493304,477.36149987280254,13713.644796844324,77946.87494529052,49036.35154942651,28910.523395864046,16264.594752584084
1981,2695.770136771396,1002.0815328111678,20138.0933098254,23835.944979407963,457.9635036769705,1130.03815079226,107.58271578635545,193.44607957909446,43.05505635479573,112.31610890582662,50.63076743397003,473.282091326002,90.7170124170279,395.71881073516016,78.54784575882553,3133.2981427662876,311.52012015059756,538.2971776980415,331.0343485340681,55.311398593206995,9.856194129625187,616.225259583064,209.24736683456544,50.00147663373291,267.23034330741194,2284.853882129931,4107.233339193845,196.51767644541397,318.58102983476044,16.681036734912247,97.9909956155827,1687.6261226854665,34.510378751687696,68.11969520162306,33.322645532549636,827.1000025486176,17.462687733987615,400.1714927377214,1348.4725800751635,126.46208993539108,733.5871837645266,217.34255459798055,45.165479959525875,894.2173853250754,636.0867983429274,306.9397633750295,301.18944231754773,1126.0400144244827,2315.191854887315,477.8552115959025,19610.83389791303,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,13738.252798168627,350.5010998251423,152.93036269494883,13738.252798168627,407.5367288258433,94.7513728987646,94.1563767471467,108.70876427774819,18.02799734516072,51.05921181252708,501.2367302752713,125.92836981982903,191.3249117686529,1592.730463770944,215.18618502344083,241.0953439429298,58.95025774106475,751.9262019580226,188.8277958738017,73.48566560384161,230.30510674217902,128.80036107534087,10.321495470947765,1898.8984134315688,857.7939081789029,36.83969457074047,4763.849729963153,81.40919167845372,1349.284517190159,327.6533763855631,4204.616339893303,130.8914264592495,134.68616792797343,166.3791373427917,145.79858437093623,128.35980380477676,475.3390654867911,24.162786240983227,294.6701168658934,146.19787836702506,54.27443515199637,492.3875707573236,13814.593730636017,77624.55242609444,47977.65122376929,29646.901202325153,15797.545225377922
1982,2614.627870194029,1044.3143125320603,19318.140326305802,22977.082509031894,466.5127785350291,1188.1624544824901,100.63117330692857,199.03828850466476,47.31238810851383,113.08815428301182,59.46361587799331,482.67441520885615,90.22391367100595,350.1795281991821,74.37187623346728,3171.6585864111435,301.3216406506603,514.880005495007,339.1257735247892,55.311398593206995,11.813791770210413,609.0045600427778,199.99437596324364,50.00147663373291,263.8935192355361,2200.5277611012643,3962.4908451927877,199.18316731598117,319.99372988011123,17.123405712842985,97.28761625974379,1654.0918091440333,34.510378751687696,68.11969520162306,31.22035512796495,764.4158711415345,17.462687733987615,395.47739931027144,1373.0583679986494,136.85953059135727,727.2737188707308,215.01792188003958,45.165479959525875,893.7999609348033,604.8965448166134,300.7419988419393,328.681260949612,1126.0400144244827,2285.1691166040705,497.2279200962342,19244.57196845281,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,14080.254729709135,350.5010998251423,152.93036269494883,14080.254729709135,459.9483332193164,98.12972091694165,101.7474081558094,106.92247822256901,19.465019957474585,59.3330154314232,551.8529479111038,135.9659847572208,223.2877161167138,1756.6526246885726,248.1121155002342,268.99861534972615,60.74948305794369,808.715471843439,185.0583178928735,71.32739867885383,239.9654105431027,130.33725150136308,10.389997901006355,2023.6540622685425,849.9194717969096,40.64134643934483,4976.870275168522,89.3503020732373,1336.0490358413601,334.0774035731884,4043.986678622399,140.16080964813662,139.15438660348124,183.490884320512,141.70377318178564,124.89364745277932,475.54927896340223,26.031103445625686,329.0138298836123,149.82246567165348,57.97132896803763,513.1254856177883,13951.811507271781,77205.68598783389,46570.49024848517,30635.195739348703,15425.131301595196
1983,2600.3050514626925,1032.6463983993094,19250.531670063312,22883.483119925313,485.76362202563115,1201.786825658503,104.54146308249356,209.61963908492555,46.338786294962674,98.9182485463002,58.017313832908975,480.9663351838879,90.48426509891135,342.9908224304821,72.34777713851116,3191.775098377517,300.4951775494531,498.9693063887886,341.4276577596452,55.311398593206995,12.430680187316463,609.9774813949409,190.1135981530971,50.00147663373291,261.3664868383947,2255.2710462421364,4018.5115500875922,200.2987820575888,314.48007972781676,17.684289531540333,95.87735205891042,1619.340341712446,34.510378751687696,68.11969520162306,29.18487878591342,768.066844882112,17.462687733987615,434.76401719633515,1379.374127381857,141.7166149560391,722.2036899172804,215.6394314598091,45.165479959525875,914.9735774600285,601.3579264583923,312.7551446105578,339.7124265453688,1126.0400144244827,2294.409041462455,535.542156771575,19425.94370757739,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,14377.113393004212,350.5010998251423,152.93036269494883,14377.113393004212,546.1014846402416,112.71636068111857,101.81236734712868,118.03348086582074,22.426924013869083,61.85435858376534,597.9820431262264,130.51527636883773,238.99849002050718,1930.4407856475152,270.96666499679634,290.8124535768871,62.3711438984919,819.453176835835,191.25859417876404,78.97326830243989,220.16137168001111,139.98222243593284,9.776334576391788,2083.7552304815504,820.9391685445792,40.19019335725918,5297.698348589045,94.74299302992358,1405.0502246814294,353.7896564925453,4098.569390094996,160.9618772639971,144.6345405584157,196.15269121912215,153.29399993136823,132.31157239457227,517.0449464449906,25.67312168769993,363.93696024380733,164.2488890380386,60.60191641828063,531.337975798326,14561.1784657884,78453.6898008019,46710.5402650736,31743.149535728306,15495.763735450835
1984,2766.162586875813,1080.8262012051318,20235.68931651816,24082.67810459911,487.34405725706296,1279.6984328196431,108.5245761097052,212.37860390648007,51.57074139677424,104.29419697415032,57.18679002761485,490.41392153109246,94.63942648452804,361.0119778335086,72.07877283395409,3319.1414971745153,297.4686196014906,521.4768259961181,339.4487611460712,55.311398593206995,12.612488842575925,630.302121783167,193.2926957356643,50.00147663373291,272.3400718062175,2331.2127250496974,4166.991036175978,209.13763364551994,323.0172655012792,18.605942883261218,94.85705294815193,1644.550600525648,34.510378751687696,68.11969520162306,31.444028149785836,797.368951759133,17.462687733987615,440.2167357978788,1433.9168474592982,147.6265311720181,716.9984997130358,232.29736193303808,45.165479959525875,929.5847209543424,636.6676075819049,303.02613071357734,357.70390975302263,1126.0400144244827,2293.4164069196086,558.4283567038905,19934.009930251374,113.69588978646051,208.94639782502503,436.8606380295076,5414.658237389033,143.27546123507292,14920.483864910457,350.5010998251423,152.93036269494883,14920.483864910457,590.1645442673122,124.8933853185336,105.94630570343558,125.78219648141202,27.808535580685312,70.41024119837233,715.2980346259214,162.54678835517794,257.9371169328193,2180.78714846367,260.1961965667637,317.11235375887077,63.20392998600822,895.521633994558,187.2553321580641,75.16430743966109,202.32515567157148,137.35942705273777,10.139159260250674,2148.2774958884856,852.4200309678122,43.44252308609993,5685.144516543712,97.06277477905422,1500.9185742570753,389.4360279003313,4446.286059265358,173.47165731462098,153.26026167721835,207.5899969170247,139.76020332889206,139.1025302667336,564.7121694412459,27.21502667903255,379.65050166994286,182.11613926537495,61.137715037823305,550.5407625470433,15593.267470944395,82178.64551223199,48849.31602611389,33329.329486118106,15967.007279194435
1985,2857.275095895076,1134.396114146227,20184.245063881433,24175.91627392274,481.6189832022763,1371.653040696271,109.89988054584634,219.45323616034625,60.96828147234133,102.57679236078629,59.102222751581834,503.77291029323464,98.29443395589126,337.23539827547734,80.85879327807912,3425.433972992133,315.80559262858833,544.368266318093,336.87865518588336,55.311398593206995,13.565379368113506,631.5098275180151,217.8157129858081,118.45261495612213,285.74114094604215,2406.535809682567,4290.328835764711,220.91052889195402,333.3812113037111,18.410108542253433,99.53784977447454,1636.6603337680463,106.28864442328316,180.69313677678403,32.28811201803831,822.848197494532,17.462687733987615,435.4450603385666,1466.4422939977528,150.63392830344333,714.9039807904243,239.66718679663384,45.165479959525875,922.2829055942327,691.6258056490503,323.7765901339402,386.0925583160588,2780.659663745316,2390.7264827772374,713.0779839414865,23827.354398731164,234.95050527099016,408.0437153327736,796.0273794563537,9555.138975733478,143.10407363017362,3776.0438257599494,466.0608270814041,380.81846184455793,11984.143938349733,643.9413742620123,143.26232841287288,98.25734811537633,120.55508568038984,32.88990678065403,66.11001502469,729.7337908207636,201.6335319680979,271.6377404389751,2308.0211215038316,262.2965817062302,328.8494408500977,65.30277266207283,914.5561371162152,197.0696644632603,84.41115137920903,217.20106394506786,154.84582878015644,10.962403699910576,2235.49504460222,877.5699095931553,48.27410390869555,6150.3711145912375,100.76824656277212,1584.2626983194566,412.9846386839599,4481.009476062912,171.88377181851706,154.41534939340698,218.16379184992635,135.0588507165222,141.89364380025606,624.1695467231774,25.695912331605108,397.34288239290055,190.29178620538644,61.650709116044055,574.2113390632495,16350.01777113318,84306.382521235,50025.750812014536,34280.63170922047,16784.227608067158
1986,2884.924065547426,1100.6743860350448,20371.966384267434,24357.564835849906,508.884629559129,1446.8506128628383,114.165178415384,229.96334905185253,63.90583550957935,110.48430045332637,61.45135750552694,541.2462958327117,101.78569120225272,346.4028423694058,106.45980814572503,3631.5999009077323,316.4346132823194,561.7238641166086,343.6344102677933,55.311398593206995,14.143438036390151,638.5533492836395,222.6434984060971,117.88285375045477,289.0266132098598,2466.3788122682336,4254.676157109776,221.3801100677796,331.8244136368014,19.249429937986253,107.50275794433541,1681.0068147214204,98.76857426848173,166.72900866110362,31.564118801075562,863.6402363309046,17.462687733987615,424.842886100245,1507.7600377965941,159.4352758205855,730.0828391423468,237.59347698605265,45.165479959525875,941.6921428292712,716.9073806800652,339.8634080285661,420.70286512734407,2792.946736413476,2457.055618558298,748.6187778150319,24224.26451939894,252.83441410117788,465.8383523291657,814.2505972600367,9724.455770983397,178.10740817738426,3776.0438257599494,457.3333330214338,362.81239866744255,12255.632274540036,603.2734614124785,165.00845556481704,103.35641289350372,138.04839679530514,35.45952353366527,72.07097183749951,784.658991902645,244.38722727941067,275.794280632606,2422.0577218519306,277.49055320269025,336.31655239222295,67.53514825209946,931.7011107847571,200.08252956723845,83.57305586829497,214.4071704270538,158.49161962129037,11.674032006155342,2281.271772121803,894.9050028802849,52.53657568070344,6444.106392643375,105.59091635909053,1695.590597901559,441.0254977376526,4487.235780199982,188.6587816168356,166.40665472055457,231.2397946917419,137.17269220748918,164.75605722642956,700.469954955916,27.047420232338947,432.4251625100771,202.56573737210473,66.83210850911462,586.4331863761965,17024.99831382145,86197.38933849182,50666.660187656,35530.729150835774,17026.45481822295
1987,2977.613316021309,1136.8993045821474,21056.05375029615,25170.566370899603,531.837190365973,1486.9493647195739,119.83271102328594,251.27091137819468,65.86540816209919,120.63494999267418,58.01376825898381,540.8170124568433,108.37171626151851,359.943394707848,125.94656914709446,3769.482996474089,334.01902880651915,578.6796288133543,346.29468138017245,55.311398593206995,17.28082555201013,653.2551021093774,214.64072630014434,119.66635307457999,304.2998443867226,2511.970332224576,4291.178211055487,242.08028163802993,346.65372247739947,19.856398734790428,108.71920896411046,1731.0737093013577,90.1228648175778,174.66804098278814,29.8314161293813,881.4343112863755,17.462687733987615,446.3506176152099,1556.6345968071719,163.16216440188086,757.1169909921531,242.9572092997265,45.165479959525875,976.3617381750433,701.8712611339729,337.8611430329091,479.5935426256075,2852.486121390025,2452.935931296386,758.0682825820874,24721.12428738693,245.02277605660873,472.6193568163307,832.5948386756239,10042.624738696184,177.18322127519792,3776.0438257599494,476.59866284554545,376.837892712277,12623.481487077768,646.7598775921948,194.6645325638975,110.8382477767456,127.51621048367308,36.958910164250725,69.85309957844497,831.7380729457137,273.0770935611333,287.33332309598654,2578.7393677620403,285.1680998708823,356.63020471483384,69.56505961278972,946.4509554038623,199.88806071662876,85.36375157912276,224.2082301093528,175.5632838864907,11.958099751575293,2354.7957456455383,921.18181461792,57.98454761813983,6950.239022728948,116.01950238245638,1802.8535937943345,465.4951805890489,4577.473313625761,194.52920190627543,168.23930388453175,259.3865338364811,148.37900605788388,173.2367046693834,776.4874399775373,27.813168259735402,468.0933544277046,231.2254396047584,75.24841946050357,569.4382830838709,17983.323830525274,89201.51408577125,52104.75407812714,37096.7600076441,17380.448969766738
1988,3096.8459125245395,1145.4647774855514,22014.887874121872,26257.198564131962,540.7379012162343,1532.8642046114198,133.71677712088893,251.09224356188807,76.07124809933738,117.19201039023501,63.75401548307787,563.3241823268798,107.83727742029849,363.76086341342216,132.95554766600677,3883.3062713096892,329.13197557561745,590.2039801250954,354.3685357677663,55.311398593206995,17.8450062203104,656.1135845813398,212.30624616986756,117.63286611861648,302.30864701176114,2545.5213565584786,4305.765561123616,255.60056662395607,338.6562929164959,20.946768965611685,108.19895268590223,1773.7385565727182,85.0568213123023,183.31961165516555,30.57189658831609,884.3703298091182,17.462687733987615,460.0970252457109,1526.9053184471816,181.04091522037223,771.1353589063348,244.17126664486202,45.165479959525875,1019.7853163192847,685.929142079659,340.4376270965313,527.3846383205843,2855.3504948376153,2485.687286821992,781.1214660427856,24990.70341236497,245.20431276694524,479.4049696823647,862.9574151357124,10218.061167397364,178.38301960669534,3776.0438257599494,479.7947030714304,421.0224986096572,12884.828086270169,659.5793818286858,225.4217622758638,118.79379157778419,143.99364845659005,37.968849015278515,73.53971132720177,870.2745922410256,301.8825176515968,297.3104914528206,2728.764745826847,305.4218315172902,361.87682359418983,73.48683847598079,1042.2996388424085,217.1336360912479,89.72805355355814,239.26782131979607,178.36820352433548,12.946788829638376,2520.5296357484453,963.4506976456325,64.5763735346644,7467.112267550498,133.64908288877993,1962.30147827289,491.40313730285646,4867.9856108967015,204.6026227371548,175.2363753318954,275.5609172022711,163.63722713567913,200.42961221072878,866.7034655238295,27.516165632056957,517.0206284426062,260.21817953641704,75.21612685406764,578.1706924054145,19294.790661104147,92560.12137675621,53864.207323466464,38695.91405328978,17526.31960463021
1989,3127.392196295743,1209.8294815167912,22548.13163722964,26885.35331504217,521.4408524722304,1576.2844136663737,147.8223867753909,264.4852422288249,78.4475385661661,107.95480998393714,62.72141788688764,568.0613512454717,114.65080133538343,377.53421419731956,146.86399545933364,3966.2670238173196,330.9732453000854,594.5704749312977,351.28803838302514,55.311398593206995,18.31203261035313,636.0000598112632,195.81453219217488,121.2250559626633,303.61364065510026,2577.9150938664716,4260.189631797009,277.06971215833806,329.90516007413686,21.678115699225245,111.47248313829135,1824.9442943093702,85.03688273062315,198.57251469462267,35.11698506141052,888.4578605392564,17.462687733987615,490.1877704927505,1469.5233688870132,195.47191824782834,772.4772771137993,247.676017124286,45.165479959525875,1068.387731019423,670.8261951315992,318.1629007645226,517.6126101337226,2732.0569565652345,2488.6924470373765,758.1695069494161,24891.40051338169,250.05184989558623,463.6606617568964,849.496013154415,10255.829739542012,183.29047650824927,3776.0438257599494,496.50471020652486,403.5602404626238,12902.393691526306,720.9754151310783,255.94246441055103,124.2788712177891,155.05027934031,39.735863197650595,77.74552243711848,856.5453004908037,340.16494333072177,302.875505300731,2873.3141648567553,297.06827130293806,381.4677359424538,80.84706496320432,995.7216696372941,216.15479022154847,94.60599575659732,252.32746646013095,192.21259824800777,13.998837658539609,2524.4044301907147,1012.0837997760832,69.61424837518585,7836.436600952673,142.85946172190012,2143.4135804459006,544.8692721598946,5035.362506304656,228.99233565311832,179.24409436749056,292.2448415230026,177.00485405865447,228.53755406808767,942.2217336994805,26.795491620281076,548.733628221272,301.1499770317587,71.68700331788462,562.6354186034475,20343.88640190077,94387.01954071574,54870.52897237598,39516.49056833975,17572.498904784825
1990,3008.5819703995085,1319.0715594681944,22606.612712382495,26934.2662422502,513.0216986404658,1565.9917296048704,155.68061090268944,252.48114935874534,80.98210507304134,107.01697423386193,69.59995235228459,603.5547799290215,118.7073802288423,372.6436992933429,159.51442556516815,3999.1945051823336,335.1674612874949,621.3526390138996,325.1415044774795,100.82002602674645,19.274536454543373,546.7440525995207,201.96101343182238,127.57050349842183,323.2489306311584,2657.8531402151325,4192.641519962856,287.3124729790859,323.25542916841374,21.688084666688933,117.88632876690465,1854.8859653840673,86.46625965671582,201.90993166446796,37.15125547044321,910.7347298803755,29.659568983333383,495.39771699511147,1210.3297425228238,198.4642267892709,735.2152671306352,248.35375590498774,69.29792571624843,1068.7544924042961,682.3116151799651,331.62537622079276,561.9981114390594,3194.6973625452506,2508.393553815327,535.9491243369368,25163.51362522028,260.551231808447,465.97250518208335,859.4254271246375,10076.103172559166,151.89170000609712,3776.0438257599494,520.9085292003977,412.55428614984817,12747.406852030677,811.283033174809,237.7237538566237,129.1380688214332,91.49267098267505,46.57793104279478,78.83766219021686,928.3370513965924,344.9527046503552,321.68819928684195,2990.031075402343,314.97373252941657,391.3234770577678,82.75576018843327,1029.668895043616,242.88751842758916,87.71921231824096,245.85948619107447,187.39674079776967,25.210571644673998,2607.7953941985816,1033.0594833385435,73.85640306799023,7938.249386006964,139.35774262308092,2300.701232041619,600.1789287345687,5218.649895920233,240.98552275760628,186.43506648842634,305.4979540364192,187.5775767388352,273.10359885331223,1066.036639741904,29.886990196852395,584.5799808378234,354.0677280410871,77.12802488142606,552.9154424443135,21162.267596751004,95604.47529103541,55219.18574692424,40385.28954411117,17491.888926155105
