Year,Canada,Mexico,US,Total North America,Argentina,Brazil,Chile,Colombia,Ecuador,Peru,Trinidad & Tobago,Venezuela,Central America,Other Caribbean,Other South America,Total S. & Cent. America,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom,Other Europe,Total Europe,Azerbaijan,Belarus,Kazakhstan,Russian Federation,Turkmenistan,Uzbekistan,Other CIS,Total CIS,Iran,Iraq,Israel,Kuwait,Oman,Qatar,Saudi Arabia,United Arab Emirates,Other Middle East,Total Middle East,Algeria,Egypt,Morocco,South Africa,Eastern Africa,Middle Africa,Western Africa,Other Northern Africa,Other Southern Africa,Total Africa,Australia,Bangladesh,China,China Hong Kong SAR,India,Indonesia,Japan,Malaysia,New Zealand,Pakistan,Philippines,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam,Other Asia Pacific,Total Asia Pacific,Total World,OECD,Non-OECD,European Union
2013,655.6810144223218,297.1178488488054,4330.2928875411,5283.0917508122275,139.441423,570.8346534990893,72.96767833000001,69.82108651902985,23.260330036922998,43.3302,9.505408,132.62415,47.545205807186534,76.73645715443757,84.19729100895496,1270.2638833556216,68.43795323353139,83.4977000000003,43.815,14.053265,4.29,86.913,34.74216666666666,13.274000000000001,71.257,575.3320790844523,637.6456742434082,57.152533000000005,30.294,18.116099021000004,26.146685585814524,289.8032,6.2090000000000005,4.7615,2.8891280000000004,100.875336,6.0940710000000005,134.074,164.55700000000002,51.671630797000006,58.888,28.832,16.103,285.25762508808515,153.155,70.40071717171718,240.1607346153846,194.3773,358.2837378255861,90.13936692656085,4021.4995032592074,23.354,31.495,92.61572009999999,1059.0855,18.900000000000002,54.9,43.3245,1323.6747201000003,258.85200000000003,62.108841999999996,61.358900000000006,60.9822,26.240023,34.668,294.72806,109.99542398325816,99.4791,1008.4125489832581,59.89,165.06383740632128,28.120700000000003,256.137,87.01662432646168,28.398345960937505,60.339814688,56.39152784210526,4.143899,745.5017492238259,249.5631,54.55384920600001,5431.635,39.10333333333334,1146.139132673821,216.18856,1087.75954653546,140.98501000000002,43.2526586273454,100.96816265222877,75.265842,47.97585269799015,537.169275961,12.029010000000001,252.34082438000002,168.63366132727987,124.45400000000001,87.457537679211,9815.47435707367,23467.918512807806,11025.060603568554,12442.857909239252,2912.104923698958
2014,652.9525467218878,303.3158327426527,4363.281415911234,5319.549795375775,138.55114649772347,590.542117779729,71.61637700000001,72.74761912122442,24.307213342674,45.549800000000005,9.895892,130.95536,48.850230160129,75.94204993480919,80.91115433014326,1289.8689601664323,65.64757548559074,72.54550000000025,47.49,13.552842,4.352,86.01335659419999,32.18255,12.43,68.09400000000001,564.8142054304018,625.6566902939272,50.47329,29.403000000000002,18.122205182000002,26.318704845515853,279.8285,5.141,4.3969,2.9649810000000003,103.417851,5.373693,141.97,159.058,52.80212783900001,63.2847,27.401,17.437,278.7501245269591,153.662,71.95194524189263,251.96277500000002,182.8154,338.09592394138895,80.15001123631046,3937.559852617186,24.727700000000002,34.737,94.64324290000002,1064.1965,20.1,55.4,44.131,1337.9354429000002,275.628,71.172908,61.3303,65.14330000000001,29.137095000000002,38.693,328.20245,116.54490253421261,97.13310000000001,1082.9850555342127,64.241,171.23427891821441,29.2785,254.76500000000001,93.18116649853069,31.324789328125004,64.02345838493004,57.03752784210526,4.973816000000001,770.0595369719052,247.64734399999998,57.580476672533095,5794.457,39.85005555555556,1262.2199682264786,228.55565,1062.7288196205511,147.461,43.988082290873834,106.28818938823976,77.260997,49.336870008086805,540.3787987172649,12.86748,259.963932742,173.764180391,141.25,90.56209156747872,10336.160936180062,24074.119579745573,10970.744673463818,13103.374906281751,2849.3627890155954
2015,661.0880212762602,310.349642470502,4349.8660356814335,5321.303699428196,145.4215558511899,581.2279551684527,74.53855406,75.02279787547572,25.950192130099996,48.27,10.300582,126.29997,51.66018227264086,77.80835132568657,82.72971774753529,1299.2298584310809,65.51279178344762,69.70840000000025,49.227000000000004,11.402376,4.534590000000001,83.89358922630007,28.934333333333335,10.417,68.599,571.6802668699416,646.888,51.874401,30.36,18.798570390000002,28.3886370771675,282.994,5.533,4.9329,2.76608,110.210931,5.6461440000000005,144.547,164.94400000000002,52.420866448000005,66.296,26.903000000000002,15.1,281.01976436102154,162.058,66.272,261.78335721700006,163.6823,338.8753286570099,85.24038737480065,3981.444014738021,24.6876,34.232,91.6451167,1067.5432990000002,21.5,57.28,43.998900000000006,1340.8869157,280.238,75.32353499999999,64.3307,68.29310000000001,32.75802,41.499300000000005,350.64064,127.38302282737672,93.93895,1134.4052678273767,68.798,181.83642717497554,30.3209786833581,250.39000000000001,98.19338802187839,33.774069484375,64.35267988499999,57.30552784210526,5.0172839053769716,789.9883549970692,253.98442211296398,62.0181250396,5814.573,37.98561111111111,1322.097471706519,233.98198,1030.1143104329549,150.123,44.6896650959294,110.52783307439621,82.413213,50.32025702869356,547.8018026731601,13.2255,258.141909482,177.83192826699997,157.949,93.5778692999566,10441.356898324284,24308.61500944603,11018.012817790617,13290.602191655413,2897.9036200992123
2016,668.1542397115468,319.44083358888605,4348.877284036975,5336.472357337407,147.19282085720954,578.8983088667026,77.74804821803589,74.44603435493727,27.313862000571,51.7,10.011582,116.16088,53.34634169668453,78.63466113387894,91.26021864601063,1306.7127577740303,68.51315707715189,85.6097000000003,45.279,12.819812,4.88801,83.30545108800001,30.535544444444444,12.17,68.757,556.2349361939625,650.589,54.437934999999996,31.902,18.548768464000005,30.512900000000002,289.76820000000004,6.425,4.2657,2.19758,115.15749000000001,5.629506,149.086,166.63400000000001,60.278,65.103,27.064,16.5,274.63007297833207,156.131,61.870000000000005,274.40770000000003,164.5729,339.164262,88.9827611696438,4021.970386415536,24.952900000000003,33.572,94.642384,1090.9702240000001,22.6,59.1,43.4841,1369.321608,286.14300000000003,86.31705099999999,67.3643,70.133814,34.2277,42.307,357.65966000000003,129.61298617812653,93.01150000000001,1166.7770111781265,70.997,188.19109872922775,30.716,253.07500000000002,97.08065491453922,34.326276484375,69.124971503,51.36878739509733,4.67841860901107,799.5582076352507,258.21868620308385,70.19337783701701,6133.16,38.224444444444444,1401.7417647481323,247.91780000000003,1035.0930635672928,156.665,44.16318325432482,115.64137771199722,90.797891,51.5866,560.984590091265,14.36132,264.107668618,179.82851922599994,175.745,112.33058006405328,10950.760866765611,24951.57319510596,11100.065356338424,13851.507838767538,2920.565572781892
2017,669.6085119774999,329.0853547077128,4303.798903898064,5302.492770583277,145.618454,589.3273274006099,78.60557877760033,74.97684938878174,28.032,52.742576,9.933009,110.34358,53.73903337359387,74.49132518984564,87.89895274270657,1305.7086858731382,71.3244147675548,86.6188000000003,45.612791,11.9835,5.00437,87.04102844999997,31.02254722222222,13.16,67.523,554.03475748674,653.738,55.266089,32.915,19.238533145,30.876098000000002,295.83,7.531189,4.1872,2.235141,117.19172,5.6002160000000005,149.616,170.465,59.433,64.296,27.738,16.326225,275.63169507000003,164.25,61.829001999999996,297.27750000000003,156.0323,338.19732600000003,82.92902110245066,4061.9554642439675,24.3209,34.522,103.1279558,1091.184,22.8,60.82,46.27160000000001,1383.0464557999996,305.164,93.573771,67.7115,72.84121400000001,36.126,45.555,394.99196,134.56869058801547,95.709631,1246.241766588016,76.017,193.2111642228739,31.630897,255.43200000000002,103.03346381715525,35.5657491595,71.74568634299999,53.96566084210526,5.658612803982013,826.2602341886164,258.96705940590533,73.61596902100003,6604.447,36.98891622222222,1471.3423259552312,254.65998000000005,1042.076319601991,160.63400000000001,44.64094732336897,127.08289987835482,94.370341,52.225300000000004,576.412126699943,14.9837,270.256421275,176.7381069660001,191.59300000000002,122.69539241264194,11573.729805761659,25699.43518303865,11147.689267673006,14551.74591536567,2952.8873439965173
2018,661.5159423295777,349.298889168328,4464.500817235857,5475.315648733763,146.773875484766,601.3964876564366,82.29984532493667,78.2651745619921,29.244,54.9823,9.225890000000001,92.26341999999998,56.497461739244834,76.21307421021861,87.89165617235292,1315.053185149948,68.61804859494885,75.03970000000027,46.837683,13.6317,5.0488800000000005,88.00198897599999,30.370174,12.364,70.263,574.04434084254,643.451,53.26278500000001,32.067,19.828868,31.139108,289.70840000000004,6.724875,3.5111,2.199688,114.26421300000001,5.60717,147.082,170.03900000000002,59.640010000000004,64.785911,26.971,16.326935,274.452,163.38400000000001,67.619748,304.80190000000005,159.8528,332.724,92.45596127741175,4066.118987690901,25.229200000000002,38.927,107.26880779999999,1109.1977900000002,24.2,62.8966,48.6376,1416.3569978,312.35,100.240469,69.2799,74.15817400000002,37.714,47.913000000000004,374.78261000000003,136.01427821046096,102.832345,1255.284776210461,76.663,199.39878038449007,34.441907,256.336,108.1334720390961,39.6048527109375,74.25494715599999,55.27652484210526,5.045995,849.1554791326289,262.63246930797783,79.66273223000002,7166.133,36.53371244444444,1579.1912197633326,283.77097000000003,1053.189940272383,170.578,44.692462882970474,137.48860494223334,99.76471786225405,52.9046,592.90462860374,16.2166,275.54520877799996,177.758562701,209.181,130.33864962444252,12368.487079412778,26745.77215413049,11347.9775529146,15397.794601215874,2938.109020413489
2019,656.0228780706899,344.57972249788605,4414.082648773644,5414.68524934222,139.52992245267882,633.3176363914718,83.6185178354616,80.39115705823686,32.284,57.0385,9.188951999999999,78.11643750000003,59.143706574731056,79.87428133945416,80.0277003702268,1332.5308115222615,74.23430241180002,93.64580000000032,44.276591,12.760299999999999,5.141491,86.990503672,29.516955000000003,7.615,68.65,562.9310209045601,609.297,48.625991000000006,34.291000000000004,19.48883512,30.96179,293.8532,6.438385,3.9716,1.908422,121.355389,5.8697680000000005,134.89000000000001,163.98850099999999,53.155,59.512508000000004,28.434,16.099564,267.50080554,168.423,71.91724099999999,303.8976,154.141,323.8624,87.55718535674956,3995.2021490051093,26.0729,40.451,106.483161,1118.14323,22.5,63.0805,49.1698,1425.9005909999998,318.885,106.01026900000001,72.37710000000001,75.13318000000001,38.834,49.873,378.53632240919995,138.45405785644084,106.79791322274326,1284.9008424883841,81.527,200.56296643857934,40.148075,252.578,108.84106408574007,42.0141709,80.30923381302411,56.806696842105254,4.483491,867.2706980794484,265.90061136053265,84.59023940200002,7503.428,36.886604999999996,1622.0998125095725,295.44928000000004,1025.7750297585455,178.493,45.14155392800593,137.11090228705658,106.041488,54.1423,586.806003805959,16.8413,274.19247393300003,186.503021613,227.42269,132.18525258887595,12779.00956418655,27099.499905623976,11212.09861016345,15887.40129546052,2895.63794852836
2020,653.352009067243,325.7267072050259,4287.613828814803,5266.692545087072,144.6427873384152,628.7637168445165,83.71428528443153,79.3542233213873,31.247989999999998,52.803000000000004,9.225852000000001,81.61480029277377,56.8397090581633,78.9763786185588,74.24004259236314,1321.4227853506095,72.5563125052,89.45540000000037,40.754441,13.385299999999999,4.849201,81.445456743,28.728658,5.9565,69.267,524.2658087650511,574.559,48.251884,34.93,19.12730167900001,32.275639,280.531,5.724845999999999,5.5175,2.234264,123.28694300000001,5.346470999999999,155.25,157.14037299999998,53.079,55.811935999999996,28.838,17.190698,263.3729547542341,163.817,70.18485700000001,306.7031,147.8014,312.2607,86.72034497371928,3880.6192904202053,25.8391,38.685,108.6284069,1085.41873,25.7625,66.13,49.4909778,1399.9547147000003,337.219,105.54341068949402,72.7603,74.81935035616439,38.322,49.259,380.89397670899,137.31036462050002,101.76217403327499,1297.8895764084236,79.15530000000001,198.61019257087,38.47200978475,239.459,110.63711247454536,43.69024268989218,86.17423723356065,51.156050269137495,4.919751,852.2738960227558,265.23217782067536,84.67900913281794,7779.060000000001,35.228590777777775,1581.9472452233,291.82997,996.9576074573114,169.80629401678675,44.529672321265124,134.83023741970288,101.75572,53.07158519867644,577.1119011619401,16.7113,279.999549331,176.4838498549999,235.41037,142.99780381078068,12967.642883527034,26986.49569151612,10923.9182191948,16062.577472321296,2779.3681917674853
2021,646.7810263499649,330.01666693068,4400.900615259557,5377.698308540202,153.15191769,656.1091479762607,87.37844249757184,86.01253,32.20688,57.5112062644749,9.620927258518325,83.87249137432912,61.24701822670879,80.24618122978913,71.57375562057051,1378.9304981382227,70.75229482660002,100.46540000000034,47.568096,15.2104,5.119423,84.90727873899999,33.048783,7.359,72.122,547.5688097805723,589.261,54.715262,36.1203,19.614,31.872427000000002,289.0695,5.846221,5.078600000000001,2.2110760000000003,122.131906,5.528279,157.966,179.63113,50.981,59.333898000000005,30.016000000000002,15.876922,274.312,171.779,64.632572,334.7231,155.46619936542785,308.65909999999997,94.66527725573584,4043.6122549673355,27.8878,41.16084000000001,115.07921110000001,1157.08583,28.400000000000002,71.1037,50.1493441,1490.8667252000002,345.32382382216764,110.83748071007146,73.7963,80.781,41.015,51.659926076360684,392.94357328650057,149.02392574897834,97.05505560226248,1342.436085246341,85.39,209.65550048875855,41.024721042029995,244.322,117.12045732370343,44.34616114847781,91.29871405609958,59.17322768948768,4.590802163934427,896.9215839124914,267.45225722181954,92.94920339200614,8534.25,37.118354918003575,1714.7625414909699,309.35162,1019.7212487776362,174.6652495662018,44.60992867248958,147.62317041830443,109.201767,55.78828579334227,601.9383540000001,17.466538327559938,290.964049836,176.36048042399992,244.864,150.62039559316378,13989.707445431497,28520.172901436086,11231.95445484405,17288.21844659203,2904.572782346173
2022,659.6443349191334,340.6903699242966,4547.656238287115,5547.990943130545,150.8293860219794,677.1730373625339,89.27328880327705,89.4685839371455,33.008300000000006,59.73450985258343,10.165218161943006,82.8240686511688,63.13854285074628,80.12924623834742,74.6665629392325,1410.4107448189568,68.5187125351594,95.18481591136526,50.33541142556635,14.315554373821534,5.2921890000000005,84.52746736800002,34.28969070022293,8.414127280645966,72.96677018937267,467.6817967485162,577.3000000000001,50.813200682403036,35.399066999999995,20.108474104951945,34.461467322577576,287.26508283982184,4.983643844937499,4.724712634447451,2.2223628603231926,122.036,5.827761000000001,146.76627701303673,179.117,48.68385233087174,53.98482538802749,27.403884830894526,13.451069229141718,293.6765069181576,172.6830969169863,64.3901932702161,326.2433262027085,112.7129945399352,325.992,89.08244813403867,3900.855782596148,29.0326,39.641258426966296,113.97242146689148,1166.93525,31.524000000000004,70.99539999999999,49.473916695946166,1501.574846589804,348.1352632327344,117.23659807957323,76.4767595216501,82.95693859199727,41.385760338878164,50.03730020308693,401.5883318988036,154.7405453828804,92.55605788666391,1365.1135551362681,91.64279263607123,200.8441492342783,41.155944037375484,234.785,123.0738820735316,45.40597580525451,91.70339439114518,58.68221201719207,5.440808397139313,892.7341585919876,273.55884600908786,97.46336022854689,8848.710000000001,36.233457423026074,1857.99205215254,333.39273,1033.559961919041,182.88972192413843,44.68167632277244,145.77365443825695,114.42605890772218,57.1137,620.29592551087,16.923082734559447,288.147621255,180.35184898211998,259.9750505195542,154.9610556754055,14546.44980400264,29165.12983486635,11357.259574611071,17807.87026025528,2811.9970271685743
